Session Date,Player Name,Session Title,Session Week Number,Session Start Time,Session End Time,Session Day of Week,Session Type,Drill Date,Drill End Time,Drill Start Time,Drill Title,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Accelerations,Accelerations Total Distance Zone 1,Accelerations Total Distance Zone 2,Accelerations Total Distance Zone 3,Accelerations Total Distance Zone 4,Accelerations Total Distance Zone 5,Accelerations Total Distance Zone 6,Acceleration Impulse,Accelerations Total Time Zone 1,Accelerations Total Time Zone 2,Accelerations Total Time Zone 3,Accelerations Total Time Zone 4,Accelerations Total Time Zone 5,Accelerations Total Time Zone 6,Accelerations Zone 3 - Zone 6,Accelerations Zone 4 - Zone 6,Accelerations Zone 5 - Zone 6,Acute Chronic Ratio,Acute,Average Metabolic Power,Average Speed,Chronic,Decelerations,Decelerations Total Distance Zone 1,Decelerations Total Distance Zone 2,Decelerations Total Distance Zone 3,Decelerations Total Distance Zone 4,Decelerations Total Distance Zone 5,Decelerations Total Distance Zone 6,Decelerations Total Time Zone 1,Decelerations Total Time Zone 2,Decelerations Total Time Zone 3,Decelerations Total Time Zone 4,Decelerations Total Time Zone 5,Decelerations Total Time Zone 6,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 3 - Zone 6,Decelerations Zone 4,Decelerations Zone 4 - Zone 6,Decelerations Zone 5,Decelerations Zone 5 - Zone 6,Decelerations Zone 6,Distance Zone 2 - Zone 6 (Relative),Distance Zone 2 - Zone 6 (Absolute),Distance Zone 3 - Zone 6 (Relative),Distance Zone 3 - Zone 6 (Absolute),Distance Zone 4 - Zone 6 (Relative),Distance Zone 4 - Zone 6 (Absolute),Total Loading,Lower Speed Loading,Distance Per Min,Primary Label,Secondary Label,Tertiary Label,Dynamic Stress Load,Dynamic Stress Load Zone 1,Dynamic Stress Load Time Zone 1,Dynamic Stress Load Zone 2,Dynamic Stress Load Time Zone 2,Dynamic Stress Load Zone 3,Dynamic Stress Load Time Zone 3,Dynamic Stress Load Zone 3 - Zone 6,Dynamic Stress Load Zone 4,Dynamic Stress Load Time Zone 4,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5,Dynamic Stress Load Time Zone 5,Dynamic Stress Load Zone 5 - Zone 6,Dynamic Stress Load Zone 6,Dynamic Stress Load Time Zone 6,Total Distance,Distance Zone 1 (Absolute),Distance Zone 1 (Relative),Distance Zone 2 (Absolute),Distance Zone 2 (Relative),Distance Zone 3 (Absolute),Distance Zone 3 (Relative),Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),Energy Expenditure (Kcal),Equivalent Metabolic Distance,Entries Zone 3 (Absolute),Entries Zone 3 (Relative),Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Explosive Distance (Absolute),Explosive Distance (Relative),External Work,Fatigue Index,High Intensity Bursts Total Distance,Duration Of High Intensity Bursts,High Intensity Bursts Maximum Speed,Number Of High Intensity Bursts,HML Distance,HMLD Per Minute,HML Time,HML Efforts Total Distance,HML Efforts,High Speed Running (Absolute),HSR Per Minute (Absolute),High Speed Running (Relative),HSR Per Minute (Relative),Impacts,Impacts Zone 1,Impacts Zone 2,Impacts Zone 3,Impacts Zone 3 - Zone 6,Impacts Zone 4,Impacts Zone 4 - Zone 6,Impacts Zone 5,Impacts Zone 5 - Zone 6,Impacts Zone 6,Max Deceleration,Player Max Speed,Metabolic Distance,Metabolic Distance Zone 1,Metabolic Distance Zone 2,Metabolic Distance Zone 3,Metabolic Distance Zone 4,Metabolic Distance Zone 5,Metabolic Distance Zone 6,Max Speed,Metabolic Time,Max Acceleration,No of Satellites,Player Position,Quality of Signal,Step Balance,Speed Intensity,Sprints,Sprint Distance,Player Sprint Threshold,Total Acceleration Loading,Total Deceleration Loading,Average Time Since Last Accel,Average Time Since Last Decel,Average Time Since Last HIB,Average Time Since Last HML Effort,Average Time Since Last Sprint,Total Time,Time Zone 1 (Absolute),Time Zone 1 (Relative),Time Zone 2 (Absolute),Time Zone 2 (Relative),Time Zone 3 (Absolute),Time Zone 3 (Relative),Time Zone 4 (Absolute),Time Zone 4 (Relative),Time Zone 5 (Absolute),Time Zone 5 (Relative),Time Zone 6 (Absolute),Time Zone 6 (Relative)
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,30,31,13,8,2,1,11,30,125,82,95,10,9,99.7,0:00:21,0:00:47,0:00:23,0:00:18,0:00:02,0:00:01,24,11,3,4,3.86,12.3,2.1,0.96,13,12,89,23,14,25,2,0:00:11,0:00:56,0:00:17,0:00:07,0:00:12,0:00:01,15,37,10,23,6,13,6,7,1,905,905,556,556,351,351,17.11,4.05,125.97,,,,43.69,9.77,0:01:02,10.91,0:00:15,6.84,0:00:02,20.35,3.32,0:00:00,13.51,8.21,0:00:00,10.19,1.99,0:00:00,1115,209,209,350,350,205,205,166,166,84,84,101,101,124.86,1406,11,11,10,10,3,3,3,3,110,110,167.86,0.73,237,0:00:43,9.07,5,295,33.33,0:00:57,304,24,185,20.95,185,20.95,15,627,150,29,44,6,15,8,9,1,6.14,9.48334092,295,133,219,223,245,178,117,9.07,0:00:57,5.32,20,MID,323,-0.01,59.89,6,195,5.5,8.48,3.32,0:01:10,0:00:58,0:03:22,0:00:31,0:02:09,0:08:50,0:04:12,0:04:12,0:02:35,0:02:35,0:00:59,0:00:59,0:00:36,0:00:36,0:00:13,0:00:13,0:00:13,0:00:13
1/9/2020,Player 5,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,24,29,15,10,5,3,18,31,143,93,86,59,26,102.53,0:00:19,0:00:50,0:00:26,0:00:18,0:00:11,0:00:05,33,18,8,4,3.86,13.29,2.16,0.96,20,25,52,42,26,41,10,0:00:21,0:00:43,0:00:32,0:00:17,0:00:14,0:00:03,24,28,16,36,9,20,8,11,3,1060,1060,686,686,428,428,19.78,4.41,129.58,,,,58.76,10.48,0:01:06,13.15,0:00:17,12.75,0:00:05,29.49,7.62,0:00:01,16.74,4.01,0:00:00,9.12,5.12,0:00:00,1284,224,224,374,374,258,258,212,212,134,134,82,82,151.16,1702,10,10,16,16,8,8,3,3,168,168,203.28,0.85,363,0:02:00,9.25,6,384,38.74,0:01:17,390,34,216,21.76,216,21.76,22,667,175,57,79,15,22,4,7,3,6.63,9.48334092,384,129,278,231,263,238,146,9.25,0:01:17,5.64,20,MID,331,-0.02,69.25,9,228,5.5,11.66,6.12,0:00:47,0:00:43,0:02:09,0:00:22,0:01:35,0:09:54,0:04:32,0:04:32,0:02:49,0:02:49,0:01:13,0:01:13,0:00:46,0:00:46,0:00:21,0:00:21,0:00:10,0:00:10
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,138,176,56,20,8,1,29,128,627,299,97,61,5,74.85,0:01:30,0:04:11,0:01:37,0:00:29,0:00:14,0:00:01,85,29,9,4,8.86,6.74,1.23,2.21,31,83,323,125,54,19,5,0:01:22,0:04:00,0:01:21,0:00:29,0:00:13,0:00:03,128,157,51,82,19,31,9,12,3,3416,3416,1721,1721,830,830,78.27,29.48,73.74,,,,201.58,44.6,0:04:38,56.7,0:01:15,41.32,0:00:18,83.7,22.87,0:00:04,42.38,11.99,0:00:01,19.51,7.51,0:00:00,4707,1291,1291,1694,1694,891,891,658,658,173,173,0,0,493.41,5557,61,61,34,34,18,18,0,0,587,587,688,0.88,151,0:02:21,6.63,7,760,11.9,0:02:56,738,81,173,2.7,173,2.7,59,2786,754,185,244,45,59,10,14,4,6.31,8.33,2641,915,1151,876,1004,618,143,6.63,0:13:47,5.02,20,MID,334,0.02,229.9,18,234,5.5,14.34,4.34,0:01:52,0:02:51,0:09:38,0:00:47,0:03:39,1:03:49,0:43:50,0:43:50,0:12:48,0:12:48,0:04:20,0:04:20,0:02:21,0:02:21,0:00:29,0:00:29,0:00:00,0:00:00
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:42,Drill 1,44,45,6,5,2,1,8,17,65,9,15,6,5,79.87,0:00:23,0:00:50,0:00:04,0:00:05,0:00:02,0:00:01,14,8,3,4,8.86,4.17,0.75,2.21,4,16,20,23,12,0,2,0:00:23,0:00:25,0:00:16,0:00:03,0:00:00,0:00:00,38,28,11,15,3,4,0,1,1,310,310,54,54,28,28,15.47,11.54,45.22,,,,33.1,8.22,0:00:52,8.75,0:00:11,9.53,0:00:04,13.85,4.31,0:00:00,4.31,0,0:00:00,0,0,0:00:00,624,314,314,256,256,26,26,28,28,0,0,0,0,66.04,744,2,2,3,3,0,0,0,0,43,43,89.96,1.2,10,0:00:05,4.03,1,43,3.13,0:00:11,22,4,0,0,0,0,8,525,113,43,51,8,8,0,0,0,5.08,8.33,184,208,232,97,44,24,19,5.35,0:01:15,5.02,20,MID,330,-0.06,27.68,0,0,5.5,2.54,0.55,0:01:14,0:11:17,0:27:28,0:05:29,0:00:00,0:13:48,0:11:27,0:11:27,0:02:06,0:02:06,0:00:07,0:00:07,0:00:06,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,5,7,3,4,0,0,4,3,10,15,13,0,0,93.06,0:00:03,0:00:08,0:00:05,0:00:04,0:00:00,0:00:00,7,4,0,4,8.86,7.16,1.27,2.21,3,5,2,5,2,1,0,0:00:04,0:00:04,0:00:05,0:00:02,0:00:01,0:00:00,9,5,5,8,2,3,1,1,0,104,104,22,22,3,3,3.28,2,76.04,,,,11.01,1.43,0:00:09,1.47,0:00:01,1.2,0:00:00,7.53,3.11,0:00:00,6.32,1.5,0:00:00,3.21,1.71,0:00:00,184,80,80,81,81,19,19,3,3,0,0,0,0,19.88,224,4,4,1,1,0,0,0,0,18,18,26.04,1.34,0,0:00:00,0,0,18,7.3,0:00:05,9,2,0,0,0,0,8,100,18,6,14,6,8,1,2,1,4.94,8.33,63,55,66,25,20,14,3,4.49,0:00:25,3.5,21,MID,335,-0.04,8.23,0,0,5.5,1.22,0.04,0:00:24,0:00:55,0:00:00,0:00:46,0:00:00,0:02:25,0:01:37,0:01:37,0:00:40,0:00:40,0:00:05,0:00:05,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,14,38,14,5,0,0,5,21,147,90,38,0,0,101.01,0:00:11,0:00:54,0:00:27,0:00:10,0:00:00,0:00:00,19,5,0,4,8.86,11.1,2.04,2.21,7,20,106,17,17,2,0,0:00:11,0:01:13,0:00:10,0:00:07,0:00:02,0:00:00,17,38,7,14,6,7,1,1,0,885,885,437,437,197,197,16.86,3.93,122.29,,,,42.44,10.78,0:01:05,13.17,0:00:17,7.09,0:00:03,15.79,3.59,0:00:00,8.7,5.11,0:00:00,5.11,0,0:00:00,1052,167,167,448,448,240,240,152,152,45,45,0,0,109.5,1233,16,16,6,6,5,5,0,0,121,121,159.77,0.81,0,0:00:00,0,0,166,19.32,0:00:37,147,17,45,5.2,45,5.2,11,658,172,32,43,7,11,4,4,0,4.48,8.33,689,109,254,261,262,119,48,6.46,0:03:38,3.58,20,MID,333,0.02,52.58,4,74,5.5,2.36,1.65,0:02:39,0:01:44,0:00:00,0:00:50,0:09:33,0:08:36,0:03:24,0:03:24,0:03:20,0:03:20,0:01:10,0:01:10,0:00:32,0:00:32,0:00:07,0:00:07,0:00:00,0:00:00
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,21,35,15,3,4,0,7,32,172,104,6,31,0,101.23,0:00:14,0:00:57,0:00:30,0:00:02,0:00:06,0:00:00,22,7,4,4,8.86,12.49,2.24,2.21,7,21,112,35,10,4,4,0:00:09,0:01:11,0:00:20,0:00:06,0:00:02,0:00:02,15,39,13,20,3,7,2,4,2,996,996,578,578,266,266,18.06,3.68,134.22,,,,51.41,11.41,0:01:11,16.69,0:00:22,7.48,0:00:03,17.95,3.06,0:00:00,10.47,3.46,0:00:00,7.41,3.96,0:00:00,1188,192,192,418,418,312,312,230,230,36,36,0,0,126.76,1428,20,20,13,13,5,5,0,0,211,211,180.17,0.86,56,0:00:47,6.56,2,247,27.9,0:00:58,258,28,36,4.03,36,4.03,11,711,226,33,44,6,11,3,5,2,6.31,8.33,795,119,273,230,318,210,37,6.56,0:03:57,4.91,19,MID,335,0.04,60.12,5,46,5.5,5.54,0.68,0:01:51,0:01:46,0:13:52,0:00:27,0:02:45,0:08:50,0:03:21,0:03:21,0:03:02,0:03:02,0:01:30,0:01:30,0:00:49,0:00:49,0:00:06,0:00:06,0:00:00,0:00:00
1/9/2020,Player 6,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,27,44,14,3,2,0,5,44,228,78,26,24,0,102.4,0:00:21,0:01:12,0:00:24,0:00:05,0:00:05,0:00:00,19,5,2,4,8.86,12.14,2.19,2.21,10,17,78,45,14,11,0,0:00:13,0:00:53,0:00:29,0:00:09,0:00:06,0:00:00,17,34,15,25,5,10,5,5,0,1095,1095,629,629,336,336,20.19,4.24,131.45,,,,59.95,12.33,0:01:16,16.15,0:00:21,14.86,0:00:06,26.02,7.39,0:00:01,11.17,1.93,0:00:00,3.77,1.85,0:00:00,1303,208,208,466,466,293,293,244,244,92,92,0,0,138.01,1554,19,19,11,11,8,8,0,0,193,193,201.72,0.9,86,0:01:27,6.63,4,285,28.77,0:01:02,303,30,92,9.3,92,9.3,18,766,218,67,85,15,18,2,3,1,4.7,8.33,889,131,283,252,351,249,36,6.63,0:04:21,4.5,20,MID,334,0.06,66.71,9,114,5.5,2.67,1.42,0:03:12,0:01:35,0:03:04,0:00:26,0:01:32,0:09:54,0:03:55,0:03:55,0:03:25,0:03:25,0:01:25,0:01:25,0:00:51,0:00:51,0:00:15,0:00:15,0:00:00,0:00:00
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,133,137,53,31,3,1,35,141,401,416,263,35,2,71.43,0:01:29,0:02:43,0:01:45,0:00:59,0:00:07,0:00:00,88,35,4,4,7.71,7.09,1.28,1.93,30,84,274,144,57,30,6,0:01:29,0:03:23,0:01:20,0:00:33,0:00:17,0:00:02,136,139,42,72,19,30,9,11,2,3396,3396,1960,1960,1252,1252,75.88,25.25,76.79,,,,165.61,35.31,0:03:33,39.07,0:00:52,31.58,0:00:14,66.93,22,0:00:04,35.36,8.44,0:00:00,13.36,4.92,0:00:00,4902,1505,1505,1436,1436,708,708,714,714,367,367,171,171,519.53,5851,44,44,30,30,21,21,8,8,515,515,682.72,0.67,369,0:02:29,8.71,8,1052,16.49,0:03:33,1056,86,538,8.42,538,8.42,52,2135,526,145,197,41,52,8,11,3,6.1,9.64,2718,910,1274,780,885,726,328,8.76,0:12:49,5.03,19,FWD,315,0.01,248.74,29,600,5.5,13.78,3.9,0:01:37,0:02:36,0:08:04,0:00:38,0:02:19,1:03:49,0:45:30,0:45:30,0:10:57,0:10:57,0:03:26,0:03:26,0:02:32,0:02:32,0:00:59,0:00:59,0:00:22,0:00:22
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:42,Drill 1,27,31,9,7,0,0,7,17,42,18,23,0,0,77.5,0:00:17,0:00:32,0:00:10,0:00:09,0:00:00,0:00:00,16,7,0,4,7.71,3.5,0.64,1.93,3,12,25,13,5,2,0,0:00:25,0:00:30,0:00:11,0:00:02,0:00:00,0:00:00,44,25,8,11,2,3,1,1,0,217,217,41,41,9,9,11.94,9.42,38.58,,,,13,4.26,0:00:26,2.93,0:00:04,2.01,0:00:00,3.45,1.44,0:00:00,1.44,0,0:00:00,0,0,0:00:00,533,315,315,176,176,32,32,9,9,0,0,0,0,55.44,624,6,6,1,1,0,0,0,0,33,33,75.3,0.56,0,0:00:00,0,0,33,2.4,0:00:10,20,5,0,0,0,0,3,268,45,10,13,3,3,0,0,0,4.04,9.64,137,226,170,67,38,22,11,4.7,0:00:58,3.69,20,FWD,316,-0.01,23.21,0,0,5.5,1.73,0.16,0:02:00,0:11:33,0:00:00,0:02:49,0:00:00,0:13:48,0:12:07,0:12:07,0:01:29,0:01:29,0:00:09,0:00:09,0:00:02,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,12,10,5,0,0,0,0,9,9,16,0,0,0,93.7,0:00:06,0:00:08,0:00:06,0:00:00,0:00:00,0:00:00,5,0,0,4,7.71,6.68,1.29,1.93,0,5,11,4,0,0,0,0:00:05,0:00:10,0:00:04,0:00:00,0:00:00,0:00:00,9,10,3,3,0,0,0,0,0,92,92,29,29,5,5,2.81,1.98,77.37,,,,3.71,1,0:00:06,1.38,0:00:01,0.82,0:00:00,0.82,0,0:00:00,0,0,0:00:00,0,0,0:00:00,187,95,95,63,63,25,25,5,5,0,0,0,0,18.53,209,2,2,0,0,0,0,0,0,9,9,25.83,0.44,0,0:00:00,0,0,9,3.88,0:00:02,11,2,0,0,0,0,0,62,18,3,3,0,0,0,0,0,2.51,9.64,59,58,70,27,23,10,0,4.45,0:00:23,2.42,20,FWD,312,0.06,8.37,0,0,5.5,0,0,0:00:00,0:00:00,0:00:00,0:01:05,0:00:00,0:02:25,0:01:43,0:01:43,0:00:33,0:00:33,0:00:06,0:00:06,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,13,28,11,10,2,0,12,21,88,97,111,13,0,95.63,0:00:09,0:00:33,0:00:24,0:00:22,0:00:02,0:00:00,23,12,2,4,7.71,12.47,2.17,1.93,8,23,80,43,16,13,0,0:00:13,0:00:51,0:00:22,0:00:08,0:00:06,0:00:00,18,32,10,18,5,8,3,3,0,903,903,541,541,372,372,16.69,3.28,130.22,,,,39.37,8.45,0:00:52,10.12,0:00:13,6.9,0:00:03,18.14,4.56,0:00:00,11.24,1.76,0:00:00,6.68,4.92,0:00:00,1120,217,217,362,362,168,168,195,195,132,132,45,45,123.06,1386,15,15,6,6,7,7,3,3,138,138,165.19,0.66,136,0:01:16,8.56,3,315,36.68,0:01:03,321,26,177,20.58,177,20.58,13,522,133,30,43,8,13,2,5,3,4.84,9.64,733,136,251,205,212,206,110,8.56,0:03:18,4.44,19,FWD,312,0.01,59.54,10,206,5.5,4.74,0.89,0:01:16,0:02:02,0:12:29,0:00:30,0:04:05,0:08:36,0:03:58,0:03:58,0:02:39,0:02:39,0:00:49,0:00:49,0:00:41,0:00:41,0:00:21,0:00:21,0:00:05,0:00:05
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:06:39,16:57:48,Drill 4,24,32,13,6,1,1,8,33,127,138,68,22,2,100.02,0:00:15,0:00:42,0:00:28,0:00:13,0:00:04,0:00:00,21,8,2,4,7.71,13.4,2.34,1.93,12,15,66,40,18,11,6,0:00:13,0:00:42,0:00:17,0:00:11,0:00:07,0:00:02,17,23,9,21,6,12,4,6,2,1039,1039,649,649,438,438,19.67,3.46,140.6,,,,57.92,9.71,0:00:59,11.17,0:00:15,9.14,0:00:04,23.94,10.19,0:00:01,14.8,4.61,0:00:00,4.61,0,0:00:00,1244,205,205,390,390,211,211,197,197,145,145,96,96,136.07,1532,10,10,10,10,5,5,4,4,140,140,183.48,0.86,210,0:01:02,8.71,4,381,43.08,0:01:11,382,25,241,27.23,241,27.23,23,600,152,43,66,19,23,4,4,0,6.1,9.64,850,117,277,216,253,263,119,8.71,0:03:43,5.03,19,FWD,317,-0.02,67.6,9,250,5.5,4.88,2,0:01:46,0:01:07,0:03:55,0:00:30,0:01:28,0:08:50,0:03:34,0:03:34,0:02:56,0:02:56,0:01:01,0:01:01,0:00:41,0:00:41,0:00:23,0:00:23,0:00:12,0:00:12
1/9/2020,Player 7,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:20:32,17:10:37,Drill 5,25,29,14,8,0,0,8,50,133,144,60,0,0,96.55,0:00:21,0:00:43,0:00:34,0:00:14,0:00:00,0:00:00,22,8,0,4,7.71,12.81,2.31,1.93,7,26,89,44,18,3,0,0:00:15,0:00:57,0:00:24,0:00:11,0:00:03,0:00:00,19,35,12,19,6,7,1,1,0,1121,1121,700,700,428,428,21.13,3.72,138.65,,,,51.02,11.71,0:01:06,13.29,0:00:17,12.55,0:00:05,20.43,5.81,0:00:01,7.88,2.07,0:00:00,2.07,0,0:00:00,1374,253,253,421,421,271,271,308,308,90,90,30,30,145.67,1641,11,11,13,13,9,9,1,1,193,193,196.6,0.71,23,0:00:10,6.53,1,313,31.57,0:01:05,322,28,120,12.09,120,12.09,13,669,176,58,71,11,13,2,2,0,4.51,9.64,920,128,326,256,351,225,88,8.76,0:04:17,3.96,20,FWD,312,0.02,71.59,10,144,5.5,2.44,0.86,0:01:40,0:01:57,0:11:25,0:00:27,0:01:20,0:09:54,0:04:02,0:04:02,0:03:08,0:03:08,0:01:19,0:01:19,0:01:06,0:01:06,0:00:14,0:00:14,0:00:03,0:00:03
1/9/2020,Player 8,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:36:30,16:22:41,Drill 1,41,38,8,2,2,0,4,18,61,16,5,15,0,83.32,0:00:24,0:00:46,0:00:08,0:00:01,0:00:03,0:00:00,12,4,2,4,7.14,4.14,0.78,1.79,2,16,13,16,4,0,0,0:00:26,0:00:19,0:00:13,0:00:02,0:00:00,0:00:00,47,19,10,12,2,2,0,0,0,242,242,37,37,19,19,11.51,9.41,46.68,,,,13.05,5.58,0:00:38,3.2,0:00:04,2.14,0:00:01,2.14,0,0:00:00,0,0,0:00:00,0,0,0:00:00,644,402,402,206,206,17,17,19,19,0,0,0,0,65.61,739,2,2,3,3,0,0,0,0,33,33,85.92,0.47,0,0:00:00,0,0,33,2.42,0:00:09,27,5,0,0,0,0,0,386,49,12,12,0,0,0,0,0,3.93,9.72,148,284,212,77,38,20,14,5.28,0:01:03,4.16,21,MID,329,-0.01,27.97,0,0,5.5,1.63,0.07,0:03:17,0:23:58,0:00:00,0:04:22,0:00:00,0:13:48,0:11:54,0:11:54,0:01:44,0:01:44,0:00:04,0:00:04,0:00:04,0:00:04,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 8,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,17:26:31,16:22:41,Full Session,122,151,67,25,6,0,31,109,528,411,173,50,0,69.59,0:01:21,0:03:34,0:01:51,0:00:42,0:00:12,0:00:00,98,31,6,4,9.86,6.96,1.25,2.46,33,99,213,143,43,24,13,0:01:35,0:02:50,0:01:36,0:00:29,0:00:13,0:00:09,132,122,52,85,18,33,9,15,6,3380,3380,1941,1941,1044,1044,67.3,23.21,75.23,,,,189.95,40.88,0:04:23,42.34,0:00:57,33.58,0:00:14,78.98,28.25,0:00:05,45.4,12.82,0:00:01,17.15,4.33,0:00:00,4802,1422,1422,1438,1438,897,897,727,727,225,225,92,92,509.97,5743,42,42,43,43,13,13,7,7,600,600,682.01,0.79,219,0:01:53,9.72,9,917,14.36,0:03:20,914,93,317,4.97,317,4.97,66,2639,570,146,212,52,66,12,14,2,10.79,9.72,2739,928,1135,842,978,651,267,9.72,0:13:30,4.68,20,MID,335,-0.03,239.49,21,366,5.5,19.73,2.24,0:01:48,0:02:44,0:07:39,0:00:40,0:03:03,1:03:49,0:45:10,0:45:10,0:10:52,0:10:52,0:04:19,0:04:19,0:02:37,0:02:37,0:00:37,0:00:37,0:00:12,0:00:12
1/9/2020,Player 8,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:38:55,16:36:30,Drill 2,5,10,4,0,0,0,0,4,15,5,0,0,0,77.58,0:00:02,0:00:10,0:00:03,0:00:00,0:00:00,0:00:00,4,0,0,4,7.14,5.55,1.04,1.79,0,2,7,5,0,0,0,0:00:02,0:00:07,0:00:06,0:00:00,0:00:00,0:00:00,4,8,5,5,0,0,0,0,0,60,60,5,5,0,0,1.94,1.4,62.56,,,,4.15,0.76,0:00:04,0.47,0:00:00,0.62,0:00:00,2.6,0.61,0:00:00,1.98,1.36,0:00:00,1.36,0,0:00:00,151,91,91,55,55,5,5,0,0,0,0,0,0,15.41,174,1,1,0,0,0,0,0,0,5,5,18.02,0.64,0,0:00:00,0,0,5,2.19,0:00:01,0,0,0,0,0,0,2,49,7,3,5,1,2,1,1,0,2.89,9.72,38,66,47,19,13,5,0,3.57,0:00:17,3,21,MID,351,0.08,6.54,0,0,5.5,0,0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:02:25,0:01:55,0:01:55,0:00:27,0:00:27,0:00:01,0:00:01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1/9/2020,Player 8,MD-2 (11 v 11),36,16:22:41,17:26:31,Tuesday,Match Day -2,1/9/2020,16:52:38,16:44:02,Drill 3,14,23,20,7,1,0,8,25,84,132,61,5,0,94.41,0:00:11,0:00:28,0:00:36,0:00:12,0:00:01,0:00:00,28,8,1,4,7.14,12.51,2.26,1.79,5,33,61,53,6,2,3,0:00:19,0:00:39,0:00:29,0:00:04,0:00:00,0:00:00,20,26,13,18,3,5,1,2,1,978,978,587,587,326,326,15.61,2.87,135.38,,,,41.84,10.68,0:01:09,12.58,0:00:16,8.04,0:00:03,16.17,8.13,0:00:01,8.13,0,0:00:00,0,0,0:00:00,1164,186,186,391,391,261,261,235,235,52,52,40,40,123.47,1391,12,12,10,10,4,4,2,2,151,151,173.66,0.69,10,0:00:12,3.3,1,243,28.2,0:00:51,238,23,91,10.63,91,10.63,15,699,164,35,50,15,15,0,0,0,5.3,9.72,794,101,269,247,305,161,82,8.66,0:03:46,4.68,19,MID,332,-0.03,60.57,6,109,5.5,4.55,0.24,0:01:58,0:03:20,0:37:22,0:00:40,0:06:21,0:08:36,0:03:23,0:03:23,0:02:52,0:02:52,0:01:15,0:01:15,0:00:51,0:00:51,0:00:08,0:00:08,0:00:05,0:00:05
